"","Code","Name","IPO_Date","Forty4","Days","FirstHslRe","PE","APS","Rate","Stage1","Stage2","Stage3","Stage4","Sector1","Sector2","Prediction","Corret","Error"
"174","300573.SZ","兴齐眼药",2016-12-08,TRUE,21,38.7296669248644,22.97,6.01,0.0151,0,0,0,0,0,1,14.7616466513006,FALSE,-6.23835334869937
"175","603033.SH","三维股份",2016-12-07,TRUE,10,23.3948263423686,18.09,11.83,0.0291,0,0,0,0,1,0,11.0767463796442,TRUE,1.07674637964417
"176","600909.SH","华安证券",2016-12-06,TRUE,6,23.7984037220703,12.44,3.18,0.2695,0,0,0,0,1,0,13.1805989524702,FALSE,7.18059895247021
"177","300570.SZ","太辰光",2016-12-06,TRUE,10,47.7845923709799,22.99,8.11,0.0308,0,0,0,0,0,1,14.2467321309884,FALSE,4.24673213098837
"178","300572.SZ","安车检测",2016-12-06,TRUE,14,30.5087847730598,22.98,6.84,0.0142,0,0,0,0,0,1,13.5633549902676,TRUE,-0.436645009732388
"179","603559.SH","中通国脉",2016-12-02,TRUE,16,84.6153846153833,22.98,5.48,0.0347,0,0,0,0,1,0,17.7825118104764,TRUE,1.78251181047639
"180","603660.SH","苏州科达",2016-12-01,TRUE,14,49.0196078431373,17.55,3.93,0.0341,0,0,0,0,1,0,17.059329209301,TRUE,3.05932920930097
"181","300568.SZ","星源材质",2016-12-01,TRUE,12,47.8087649402383,22.99,9.74,0.028,0,0,0,0,0,1,13.650458151536,FALSE,1.65045815153603
"182","603319.SH","湘油泵",2016-11-30,TRUE,15,27.0563060050824,22.98,6.68,0.028,0,0,0,0,1,0,13.1641006118712,FALSE,-1.83589938812879
"183","603323.SH","吴江银行",2016-11-29,TRUE,8,14.4220819536424,12.62,6.79,0.0671,0,0,0,0,1,0,11.1060620257004,FALSE,3.10606202570036
"184","002822.SZ","中装建设",2016-11-29,TRUE,11,26.2091137824991,21.35,5.91,0.0391,0,0,0,0,0,0,13.3730540362781,FALSE,2.37305403627806
"185","002825.SZ","纳尔股份",2016-11-29,TRUE,16,30.6899091578689,18.62,5.16,0.0237,0,0,0,0,0,0,14.460751335745,TRUE,-1.539248664255
"186","603819.SH","神力股份",2016-11-25,TRUE,15,20.8362272537854,22.98,5.76,0.036,0,0,0,0,1,0,12.8044961466133,FALSE,-2.19550385338667
"187","300569.SZ","天能重工",2016-11-25,TRUE,10,23.3789544536682,20.08,17.23,0.0261,0,0,0,0,0,1,10.1245866544428,TRUE,0.124586654442751
"188","603336.SH","宏辉果蔬",2016-11-24,TRUE,14,53.7903225806456,20.68,5.31,0.0336,0,0,0,0,1,0,16.1933515469531,FALSE,2.19335154695315
"189","002823.SZ","凯中精密",2016-11-24,TRUE,12,37.1134020618563,22.97,6.28,0.0278,0,0,0,0,0,0,14.3508205528277,FALSE,2.35082055282767
"190","603900.SH","通灵珠宝",2016-11-23,TRUE,10,29.0625717017211,19.52,7.95,0.0433,0,0,0,0,1,0,12.7005858529892,TRUE,2.70058585298916
"191","603727.SH","博迈科",2016-11-22,TRUE,9,24.825544512582,22.99,9.62,0.0424,0,0,0,0,1,0,11.708188265272,TRUE,2.70818826527204
"192","300565.SZ","科信技术",2016-11-22,TRUE,14,33.8896890621029,22.98,4.31,0.0335,0,0,0,0,0,1,15.3558752292088,FALSE,1.35587522920879
"193","300567.SZ","精测电子",2016-11-22,TRUE,14,30.7692307692308,22.99,7.92,0.016,0,0,0,0,0,1,13.0978509035699,TRUE,-0.902149096430053
"194","603987.SH","康德莱",2016-11-21,TRUE,14,43.8333333333329,22.99,5.16,0.0415,0,0,0,0,1,0,15.4958675780266,TRUE,1.49586757802664
