"","Code","Name","IPO_Date","Forty4","Days","FirstHslRe","PE","APS","Rate","Stage1","Stage2","Stage3","Stage4","Sector1","Sector2","Prediction","Corret","Error"
"489","603318.SH","派思股份",2015-04-24,TRUE,23,9.09365558912369,22.97,2.38,0.3188,0,0,1,0,1,0,16.1042896174369,FALSE,-6.8957103825631
"490","603567.SH","珍宝岛",2015-04-24,TRUE,7,14.983758700696,22.91,8.28,0.8283,0,0,1,0,1,0,9.67829499174988,FALSE,2.67829499174988
"491","002751.SZ","易尚展示",2015-04-24,TRUE,27,5.41975308641964,22.98,5.75,0.3387,0,0,1,0,0,0,11.4190570994393,FALSE,-15.5809429005607
"492","300404.SZ","博济医药",2015-04-24,TRUE,26,11.7394366197182,22.98,6.1,0.3004,0,0,1,0,0,1,13.7188529658113,FALSE,-12.2811470341887
"493","300434.SZ","金石东方",2015-04-24,TRUE,25,11.9718309859155,22.98,5.43,0.4359,0,0,1,0,0,1,13.026471473874,FALSE,-11.973528526126
"494","300438.SZ","鹏辉能源",2015-04-24,TRUE,23,19.8113207547172,22.99,8.83,0.4541,0,0,1,0,0,1,12.8143593754087,FALSE,-10.1856406245913
"495","300442.SZ","普丽盛",2015-04-24,TRUE,7,11.9047619047619,22.55,4.68,0.6197,0,0,1,0,0,1,12.0281402274142,FALSE,5.02814022741419
"496","300445.SZ","康斯特",2015-04-24,TRUE,23,14.1666666666666,22.98,8.17,0.5176,0,0,1,0,0,1,11.6392070232211,FALSE,-11.3607929767789
"497","300448.SZ","浩云科技",2015-04-24,TRUE,25,22.9885057471264,22.88,6.59,0.4626,0,0,1,0,0,1,14.1544023376049,FALSE,-10.8455976623951
"498","603021.SH","山东华鹏",2015-04-23,TRUE,10,5.82781456953639,22.97,6.42,0.4677,0,0,1,0,1,0,10.4258256969624,FALSE,0.425825696962361
"499","603703.SH","盛洋科技",2015-04-23,TRUE,9,9.95670995670953,22.98,5.42,0.4511,0,0,1,0,1,0,12.3846711681924,FALSE,3.38467116819244
"500","603883.SH","老百姓",2015-04-23,TRUE,10,13.163064833006,22.52,7.41,0.5435,0,0,1,0,1,0,11.53590989601,FALSE,1.53590989601004
"501","300437.SZ","清水源",2015-04-23,TRUE,26,17.3958333333333,19.3,5.8,0.4973,0,0,1,0,0,1,13.4198025212896,FALSE,-12.5801974787104
"502","300440.SZ","运达科技",2015-04-23,TRUE,13,15.457657060837,22.97,9.66,0.6057,0,0,1,0,0,1,10.7858133170059,TRUE,-2.2141866829941
"503","300441.SZ","鲍斯股份",2015-04-23,TRUE,24,18.8571428571429,22.81,5.1,0.6846,0,0,1,0,0,1,12.5454363779813,FALSE,-11.4545636220187
"504","300444.SZ","双杰电气",2015-04-23,TRUE,9,13.6309881422925,22.89,5.55,0.7695,0,0,1,0,0,1,10.8344219177088,FALSE,1.83442191770884
"505","300446.SZ","乐凯新材",2015-04-23,TRUE,30,20.263157894737,7.11,5.78,0.4573,0,0,1,0,0,1,14.2516933263312,FALSE,-15.7483066736688
"506","603025.SH","大豪科技",2015-04-22,TRUE,9,7.82196592076782,22.98,3.19,0.6184,0,0,1,0,1,0,12.0237616950122,FALSE,3.02376169501221
"507","603808.SH","歌力思",2015-04-22,TRUE,7,7.30193501277839,22.96,8.66,0.804,0,0,1,0,1,0,8.26726822828697,FALSE,1.26726822828697
"508","603818.SH","曲美家居",2015-04-22,TRUE,9,12.104,22.99,4.71,0.5748,0,0,1,0,1,0,12.3968627479503,FALSE,3.39686274795034
"509","002752.SZ","昇兴股份",2015-04-22,TRUE,23,7.55667506297248,22.96,3.03,0.5264,0,0,1,0,0,0,12.7950180872395,FALSE,-10.2049819127605
"510","300424.SZ","航新科技",2015-04-22,TRUE,25,14.6306068601583,21.63,5.41,0.4303,0,0,1,0,0,1,13.6880554316413,FALSE,-11.3119445683587
"511","300436.SZ","广生堂",2015-04-22,TRUE,25,14.1399858600141,18.67,5.94,0.3036,0,0,1,0,0,1,14.3698320344172,FALSE,-10.6301679655828
"512","300439.SZ","美康生物",2015-04-22,TRUE,18,15.7971014492754,22.98,9.93,0.5961,0,0,1,0,0,1,10.8308195767127,FALSE,-7.16918042328733
"513","300443.SZ","金雷风电",2015-04-22,TRUE,10,10.7238095238095,19.66,13.42,0.5403,0,0,1,0,0,1,9.55097366946682,TRUE,-0.449026330533178
"514","300447.SZ","全信股份",2015-04-22,TRUE,25,10.7142857142858,22.3,6,0.4324,0,0,1,0,0,1,12.4269600439842,FALSE,-12.5730399560158
"515","300449.SZ","汉邦高科",2015-04-22,TRUE,25,9.51612903225823,22.98,8.44,0.1956,0,0,1,0,0,1,12.9073540547621,FALSE,-12.0926459452379
"516","603199.SH","九华旅游",2015-03-26,TRUE,10,17.4088050314465,20.47,7.46,0.7221,0,0,1,0,1,0,10.9717257651757,FALSE,0.971725765175714
"517","603869.SH","北部湾旅",2015-03-26,TRUE,17,17.7245901639346,21.33,3.3,0.5262,0,0,1,0,1,0,15.1847826185191,FALSE,-1.81521738148088
"518","300435.SZ","中泰股份",2015-03-26,TRUE,12,10.4166666666667,18.09,6.61,0.1775,0,0,1,0,0,1,14.1396385553137,FALSE,2.13963855531371
"519","603020.SH","爱普股份",2015-03-25,TRUE,4,17.1673819742489,22.94,10.03,1.1603,0,0,1,0,1,0,7.74194393021619,FALSE,3.74194393021619
"520","603338.SH","浙江鼎力",2015-03-25,TRUE,4,7.85024154589343,21.34,12.37,0.3603,0,0,1,0,1,0,10.1612781794076,FALSE,6.1612781794076
"521","603729.SH","龙韵股份",2015-03-24,TRUE,12,14.6228070175438,22.55,13.82,0.538,0,0,1,0,1,0,10.1831266161191,FALSE,-1.81687338388093
"522","002750.SZ","龙津药业",2015-03-24,TRUE,9,9.15300546448118,22.99,8.5,0.6441,0,0,1,0,0,0,9.65500316123991,TRUE,0.655003161239906
"523","300429.SZ","强力新材",2015-03-24,TRUE,12,21.505376344086,18.67,6.5,0.7446,0,0,1,0,0,1,11.7330745705123,TRUE,-0.266925429487749
"524","300431.SZ","暴风集团",2015-03-24,TRUE,29,39.4736842105268,22.97,3.78,0.3432,0,0,1,0,0,1,19.7199419268158,FALSE,-9.28005807318423
"525","600958.SH","东方证券",2015-03-23,TRUE,5,41.735356106926,22.98,5.33,1.6235,0,0,1,0,1,0,8.26169839240244,FALSE,3.26169839240244
"526","603012.SH","创力集团",2015-03-20,TRUE,4,8.54077253218872,22.96,6.75,1.2202,0,0,1,0,1,0,7.01883636934372,FALSE,3.01883636934372
"527","603030.SH","全筑股份",2015-03-20,TRUE,11,12.6984126984127,22.91,4.88,0.8299,0,0,1,0,1,0,10.5955093693894,TRUE,-0.404490630610598
"528","603158.SH","腾龙股份",2015-03-20,TRUE,5,8.05740181268887,17.51,6.41,0.9024,0,0,1,0,1,0,8.55367948816661,FALSE,3.55367948816661
"529","002747.SZ","埃斯顿",2015-03-20,TRUE,21,10.6761565836299,22.67,3.6,0.3913,0,0,1,0,0,0,14.4277218677819,FALSE,-6.5722781322181
"530","002749.SZ","国光股份",2015-03-20,TRUE,6,6.60792951541865,16.47,10.1,0.6873,0,0,1,0,0,0,8.37427743908498,FALSE,2.37427743908498
"531","601689.SH","拓普集团",2015-03-19,TRUE,5,11.1616406141929,19.81,4.42,1.1352,0,0,1,0,1,0,8.71479830323004,FALSE,3.71479830323004
"532","603268.SH","松发股份",2015-03-19,TRUE,6,6.87499999999979,22.86,5.77,0.5891,0,0,1,0,1,0,10.2958665432329,FALSE,4.29586654323287
"533","603519.SH","立霸股份",2015-03-19,TRUE,6,10.3092783505155,20.13,7.39,0.5735,0,0,1,0,1,0,10.7230512747342,FALSE,4.72305127473418
"534","002748.SZ","世龙实业",2015-03-19,TRUE,6,5.56586270871975,22.96,7.73,0.6055,0,0,1,0,0,0,9.04958028675746,FALSE,3.04958028675746
"535","300374.SZ","恒通科技",2015-03-19,TRUE,6,8.60070671378127,22.94,6.9,0.6674,0,0,1,0,0,1,9.87228857053623,FALSE,3.87228857053623
"536","300428.SZ","四通新材",2015-03-19,TRUE,7,10.2893235533823,22.98,6.98,0.6603,0,0,1,0,0,1,10.2954956001511,FALSE,3.29549560015109
"537","300430.SZ","诚益通",2015-03-19,TRUE,9,18.3132530120481,22.89,9.18,0.5315,0,0,1,0,0,1,11.88294305128,FALSE,2.88294305127995
"538","300432.SZ","富临精工",2015-03-19,TRUE,9,14.2646569350008,12.86,6.46,0.5704,0,0,1,0,0,1,11.9436049277526,FALSE,2.94360492775257
"539","300433.SZ","蓝思科技",2015-03-18,TRUE,13,11.9857651245551,22.98,13.24,0.6557,0,0,1,0,0,1,9.14286414042771,FALSE,-3.85713585957229
"540","603015.SH","弘讯科技",2015-03-03,TRUE,5,11.9285714285715,22.97,5.02,0.7136,0,0,1,0,1,0,11.1565404881348,FALSE,6.15654048813478
"541","603309.SH","维力医疗",2015-03-02,TRUE,8,32.4675324675325,22.87,7.17,0.6096,0,0,1,0,1,0,13.673701138277,FALSE,5.67370113827704
"542","603997.SH","继峰股份",2015-03-02,TRUE,6,13.3928571428571,17.33,2.78,0.4551,0,0,1,0,1,0,15.5388954430631,FALSE,9.53889544306313
"543","603969.SH","银龙股份",2015-02-27,TRUE,5,12.2850122850123,22.61,6.99,1.1068,0,1,0,0,1,0,7.03944239168221,TRUE,2.03944239168221
"544","601198.SH","东兴证券",2015-02-26,TRUE,7,33.4896182183523,22.97,4.76,1.4416,0,1,0,0,1,0,7.86155792924679,FALSE,0.861557929246787
"545","603828.SH","柯利达",2015-02-26,TRUE,4,9.67741935483902,22.93,7.62,0.9563,0,1,0,0,1,0,7.17571769679096,FALSE,3.17571769679096
"546","603118.SH","共进股份",2015-02-25,TRUE,7,12.4172185430464,19.27,7.3,0.9299,0,1,0,0,1,0,7.79702685884083,FALSE,0.797026858840831
"547","603222.SH","济民制药",2015-02-17,TRUE,9,8.54700854700855,22.96,4.24,0.5392,0,1,0,0,1,0,10.4415594609003,FALSE,1.44155946090034
"548","603618.SH","杭电股份",2015-02-17,TRUE,6,6.50609756097552,22.84,6.64,1.1181,0,1,0,0,1,0,6.1343616101151,FALSE,0.134361610115103
"549","603898.SH","好莱客",2015-02-17,TRUE,8,12.8272251308901,19,7.73,0.9067,0,1,0,0,1,0,7.85843755030729,TRUE,-0.141562449692709
"550","603939.SH","益丰药房",2015-02-17,TRUE,6,9.33227567542345,22.93,8.22,0.9233,0,1,0,0,1,0,7.13244244772754,FALSE,1.13244244772754
"551","002742.SZ","三圣股份",2015-02-17,TRUE,5,5.5045871559632,19.59,11.32,1.0508,0,1,0,0,0,0,5.41034857503152,FALSE,0.410348575031516
"552","002743.SZ","富煌钢构",2015-02-17,TRUE,9,6.427966101695,22.91,5.93,0.7721,0,1,0,0,0,0,7.80386414642717,TRUE,-1.19613585357283
"553","002745.SZ","木林森",2015-02-17,TRUE,5,6.74242424242438,22.5,5.05,1.1371,0,1,0,0,0,0,6.53233476409749,FALSE,1.53233476409749
"554","300394.SZ","天孚通信",2015-02-17,TRUE,8,13.6071428571428,18.78,8.22,0.6138,0,1,0,0,0,1,9.41829743122563,FALSE,1.41829743122563
"555","300420.SZ","五洋科技",2015-02-17,TRUE,9,8.36820083682008,22.59,4.64,0.6833,0,1,0,0,0,1,9.29208718567088,FALSE,0.292087185670882
"556","300421.SZ","力星股份",2015-02-17,TRUE,8,16.3742690058478,22.83,4.79,0.889,0,1,0,0,0,1,9.43263220055408,FALSE,1.43263220055408
"557","300422.SZ","博世科",2015-02-17,TRUE,16,15.6565656565658,22.97,5.31,0.579,0,1,0,0,0,1,11.0496711519968,FALSE,-4.95032884800317
"558","300423.SZ","鲁亿通",2015-02-17,TRUE,8,13.4969325153374,22.89,4.6,0.9039,0,1,0,0,0,1,9.0361837569336,FALSE,1.0361837569336
"559","300426.SZ","唐德影视",2015-02-17,TRUE,11,21.7391304347826,22.96,9.56,0.5147,0,1,0,0,0,1,10.7312918757491,FALSE,-0.26870812425091
"560","300427.SZ","红相电力",2015-02-17,TRUE,8,13.355421686747,18.34,5.74,0.9551,0,1,0,0,0,1,8.27288094754432,TRUE,0.272880947544319
"561","002741.SZ","光华科技",2015-02-16,TRUE,7,5.671077504726,22.8,5.79,0.3979,0,1,0,0,0,0,9.63803109050218,FALSE,2.63803109050218
"562","002746.SZ","仙坛股份",2015-02-16,TRUE,10,6.88255613126072,22.96,6.12,0.3912,0,1,0,0,0,0,9.97395297652885,FALSE,-0.0260470234711541
"563","300425.SZ","环能科技",2015-02-16,TRUE,11,6.20689655172418,22.97,8.79,0.3782,0,1,0,0,0,1,8.99464104049729,TRUE,-2.00535895950271
"564","603799.SH","华友钴业",2015-01-29,TRUE,14,14.0215716486904,22.94,4.69,0.5343,0,1,0,0,1,0,11.423920551895,FALSE,-2.57607944810495
"565","603611.SH","诺力股份",2015-01-28,TRUE,7,7.40740740740741,21.36,9.52,0.755,0,1,0,0,1,0,7.25648869739524,TRUE,0.256488697395236
"566","603698.SH","航天工程",2015-01-28,TRUE,7,13.2102728731943,22.97,4.99,0.6081,0,1,0,0,1,0,10.6030454323824,FALSE,3.60304543238236
"567","603558.SH","健盛集团",2015-01-27,TRUE,6,5.6657223796034,22.92,8.4,0.6835,0,1,0,0,1,0,7.36441755914152,FALSE,1.36441755914152
"568","603899.SH","晨光文具",2015-01-27,TRUE,8,9.1743119266055,22.99,4.15,0.6903,0,1,0,0,1,0,9.70543936521749,TRUE,1.70543936521749
"569","002734.SZ","利民股份",2015-01-27,TRUE,8,5.85480093676815,22.98,7.14,0.7144,0,1,0,0,0,0,7.57127104696102,FALSE,-0.428728953038979
"570","603678.SH","火炬电子",2015-01-26,TRUE,9,8.94623655913948,15.04,5.66,0.6278,0,1,0,0,1,0,9.30377461519193,TRUE,0.303774615191934
"571","603686.SH","龙马环卫",2015-01-26,TRUE,9,10.5970576085921,21.23,6.48,0.5194,0,1,0,0,1,0,10.0063116334616,FALSE,1.00631163346157
"573","603600.SH","永艺股份",2015-01-23,TRUE,10,5.63063063063063,22.71,4.72,0.4525,0,1,0,0,1,0,9.7748572044284,TRUE,-0.225142795571603
"574","300415.SZ","伊之密",2015-01-23,TRUE,9,13.8248847926268,22.69,5.98,1.0835,0,1,0,0,0,1,7.61916806791051,FALSE,-1.38083193208949
"575","300417.SZ","南华仪器",2015-01-23,TRUE,10,10.9677419354839,22.65,7.7,0.7064,0,1,0,0,0,1,8.60424980400635,FALSE,-1.39575019599365
"576","601069.SH","西部黄金",2015-01-22,TRUE,13,9.80544747081683,22.31,2.5,0.7598,0,1,0,0,1,0,10.6735039384526,FALSE,-2.32649606154739
"577","603601.SH","再升科技",2015-01-22,TRUE,12,7.94392523364464,22.34,4.19,0.4407,0,1,0,0,1,0,10.9536207617483,FALSE,-1.0463792382517
"578","002739.SZ","万达院线",2015-01-22,TRUE,12,12.9032258064516,22.96,6.88,0.8622,0,1,0,0,0,0,8.32331847746206,FALSE,-3.67668152253794
"579","002740.SZ","爱迪尔",2015-01-22,TRUE,7,4.77099236641221,18.52,8.5,0.9416,0,1,0,0,0,0,6.01373919126457,TRUE,-0.986260808735428
"580","300416.SZ","苏试试验",2015-01-22,TRUE,11,12.8688524590164,22.96,5.87,0.4544,0,1,0,0,0,1,11.1515655038392,TRUE,0.151565503839226
"581","300419.SZ","浩丰科技",2015-01-22,TRUE,12,6.70529262417798,22.94,11.93,0.5602,0,1,0,0,0,1,7.58406818918095,FALSE,-4.41593181081905
"582","601021.SH","春秋航空",2015-01-21,TRUE,10,5.87889476778366,22.96,11.74,0.6524,0,1,0,0,1,0,6.9784416860299,FALSE,-3.0215583139701
"583","300364.SZ","中文在线",2015-01-21,TRUE,18,11.8110236220472,22.87,3.59,0.5285,0,1,0,0,0,1,11.7731350824148,FALSE,-6.22686491758522
"584","300413.SZ","快乐购",2015-01-21,TRUE,12,7.43099787685767,22.89,3.62,0.7856,0,1,0,0,0,1,9.01662305045218,TRUE,-2.98337694954782
"585","300418.SZ","昆仑万维",2015-01-21,TRUE,12,9.84528832630085,22.99,8.31,0.7703,0,1,0,0,0,1,7.92094269029452,FALSE,-4.07905730970548
"586","603788.SH","宁波高发",2015-01-20,TRUE,9,3.37614389085774,19.4,4.34,0.3117,0,1,0,0,1,0,9.70821851499437,FALSE,0.708218514994366
"587","603017.SH","中衡设计",2014-12-31,TRUE,3,4.73186119873824,22.88,12.75,0.5467,0,1,0,0,1,0,6.95744281587667,FALSE,3.95744281587667
"588","603889.SH","新澳股份",2014-12-31,TRUE,3,5.13570741097197,21.63,8.58,0.4283,0,1,0,0,1,0,8.40322355937101,FALSE,5.40322355937101
"589","300410.SZ","正业科技",2014-12-31,TRUE,8,7.38916256157654,22.96,6.12,0.4118,0,1,0,0,0,1,10.0052683985083,FALSE,2.00526839850833
"590","300411.SZ","金盾股份",2014-12-31,TRUE,6,11.0803324099723,22.92,5.89,0.4759,0,1,0,0,0,1,10.6297019222794,FALSE,4.62970192227939
"591","300412.SZ","迦南科技",2014-12-31,TRUE,8,12.2374429223744,22.78,6.18,0.4546,0,1,0,0,0,1,10.887258236846,FALSE,2.88725823684595
"592","603636.SH","南威软件",2014-12-30,TRUE,8,6.56167979002625,22.96,7.45,0.396,0,1,0,0,1,0,9.37764399651414,FALSE,1.37764399651414
"593","002737.SZ","葵花药业",2014-12-30,TRUE,4,2.76724791508718,22.97,14.24,0.638,0,1,0,0,0,0,5.66983618805855,FALSE,1.66983618805855
"594","002738.SZ","中矿资源",2014-12-30,TRUE,14,10.2389078498293,22.98,4.98,0.3962,0,1,0,0,0,0,11.4327958750694,FALSE,-2.56720412493065
"595","603588.SH","高能环境",2014-12-29,TRUE,5,5.37949400798937,22.79,10.07,0.4085,0,1,0,0,1,0,8.2680670259072,FALSE,3.2680670259072
"596","002736.SZ","国信证券",2014-12-29,TRUE,12,20.7074707377554,22.97,3.44,1.7972,0,1,0,0,0,0,6.11663660699981,FALSE,-5.88336339300019
"597","601226.SH","华电重工",2014-12-11,TRUE,6,11.9617224880383,22.22,4.35,0.6765,0,1,0,0,1,0,10.2733415281445,FALSE,4.2733415281445
"598","601969.SH","海南矿业",2014-12-09,TRUE,4,5.00191587820917,19.88,2.39,1.797,0,1,0,0,1,0,4.85521037735606,TRUE,0.855210377356063
"599","603998.SH","方盛制药",2014-12-05,TRUE,7,8.41358024691353,22.85,6.67,0.5128,0,1,0,0,1,0,9.47214542519599,TRUE,2.47214542519599
"600","002732.SZ","燕塘乳业",2014-12-05,TRUE,9,7.93346774193541,22.87,4.57,0.5398,0,1,0,0,0,0,10.0783818724686,TRUE,1.07838187246863
"601","603368.SH","柳州医药",2014-12-04,TRUE,6,12.2950819672132,19.71,9.55,0.4009,0,1,0,0,1,0,10.1363938111096,FALSE,4.13639381110964
"602","603518.SH","维格娜丝",2014-12-03,TRUE,5,7.70729166666655,22.3,7.91,0.6401,0,1,0,0,1,0,8.22890695545374,FALSE,3.22890695545374
"603","002733.SZ","雄韬股份",2014-12-03,TRUE,8,7.21868365180446,22.31,7.85,0.4968,0,1,0,0,0,0,8.88332259614634,TRUE,0.883322596146341
"604","002735.SZ","王子新材",2014-12-03,TRUE,11,5.55555555555556,22.51,5.22,0.327,0,1,0,0,0,0,10.2837789233646,FALSE,-0.716221076635444
"605","300407.SZ","凯发电气",2014-12-03,TRUE,7,8.54271356783932,22.8,10.19,0.4889,0,1,0,0,0,1,8.70117434206032,FALSE,1.70117434206032
"606","300408.SZ","三环集团",2014-12-03,TRUE,5,7.89022298456277,22.61,7.15,1.2311,0,1,0,0,0,1,5.86377147145242,FALSE,0.863771471452418
"607","300409.SZ","道氏技术",2014-12-03,TRUE,10,11.6906474820143,20.35,8.13,0.4474,0,1,0,0,0,1,10.1247981000172,TRUE,0.124798100017177
"608","603166.SH","福达股份",2014-11-27,TRUE,12,5.1479289940828,20,2.1,0.2985,0,1,0,0,1,0,12.8457986693108,FALSE,0.845798669310838
"609","603088.SH","宁波精达",2014-11-11,TRUE,16,9.1324200913242,22.91,5.42,0.448,0,1,0,0,1,0,10.5676400049287,FALSE,-5.43235999507134
"610","603011.SH","合锻智能",2014-11-07,TRUE,19,11.1386138613861,22.42,3.09,0.5472,0,1,0,0,1,0,11.9113845045899,FALSE,-7.08861549541011
"611","603019.SH","中科曙光",2014-11-06,TRUE,20,11.6459627329192,22.98,3.63,0.5242,0,1,0,0,1,0,11.7357039978318,FALSE,-8.26429600216818
"612","601015.SH","陕西黑猫",2014-11-05,TRUE,9,8.91530460624045,22.69,4.34,1.2774,0,1,0,0,1,0,6.61287811404692,FALSE,-2.38712188595308
"613","603988.SH","中电电机",2014-11-04,TRUE,10,4.93705257960997,21.97,7.32,0.4876,0,1,0,0,1,0,8.3430291148758,FALSE,-1.6569708851242
"614","002724.SZ","海洋王",2014-11-04,TRUE,10,7.92393026941363,22.77,3.5,0.5957,0,1,0,0,0,0,10.3835874136125,TRUE,0.383587413612455
"615","002731.SZ","萃华珠宝",2014-11-04,TRUE,11,7.0561797752809,17.28,6.49,0.6838,0,1,0,0,0,0,8.23769217144208,FALSE,-2.76230782855792
"616","603688.SH","石英股份",2014-10-31,TRUE,12,4.93786846471563,19.61,5.12,0.6864,0,1,0,0,1,0,8.04059945824537,FALSE,-3.95940054175463
"617","300403.SZ","地尔汉宇",2014-10-30,TRUE,11,7.18816067653295,21.99,7.99,0.6277,0,1,0,0,0,1,8.14367584302813,FALSE,-2.85632415697187
"618","300405.SZ","科隆精化",2014-10-30,TRUE,12,5.55555555555556,22.84,9.08,0.4761,0,1,0,0,0,1,8.18810051054919,FALSE,-3.81189948945081
"619","300406.SZ","九强生物",2014-10-30,TRUE,18,13.2764523667191,10.07,7.04,0.3003,0,1,0,0,0,1,11.8280237612464,FALSE,-6.17197623875364
"620","603606.SH","东方电缆",2014-10-15,TRUE,7,6.42417889344255,20.41,5.27,0.4901,0,1,0,0,1,0,9.5752530902534,TRUE,2.5752530902534
"621","603018.SH","中设集团",2014-10-13,TRUE,4,5.36082474226809,22.88,14.74,0.753,0,1,0,0,1,0,6.07301127553319,TRUE,2.07301127553319
"622","603010.SH","万盛股份",2014-10-10,TRUE,6,4.48028673835125,22.76,4.93,0.4921,0,1,0,0,1,0,8.96256708988655,FALSE,2.96256708988655
"623","603456.SH","九洲药业",2014-10-10,TRUE,5,5.12426035502962,22.36,7.34,0.7484,0,1,0,0,1,0,7.14502183571971,TRUE,2.14502183571971
"624","300400.SZ","劲拓股份",2014-10-10,TRUE,11,4.87792980659008,21.11,4.09,0.6971,0,1,0,0,0,1,8.41314352640292,TRUE,-2.58685647359708
"625","300402.SZ","宝色股份",2014-10-10,TRUE,11,5.28491932726096,20.66,3.35,0.5778,0,1,0,0,0,1,9.68802992628991,TRUE,-1.31197007371009
"626","603169.SH","兰石重装",2014-10-09,TRUE,23,5.11247443762781,21.73,1.59,0.614,0,1,0,0,1,0,11.2726640724048,FALSE,-11.7273359275952
"627","002730.SZ","电光科技",2014-10-09,TRUE,7,3.9728713665074,19.59,5.2,0.455,0,1,0,0,0,0,8.81238828944119,FALSE,1.81238828944119
"628","300398.SZ","飞凯材料",2014-10-09,TRUE,7,6.00600600600601,22.84,7.4,0.5175,0,1,0,0,0,1,8.53556358935225,FALSE,1.53556358935225
"629","300399.SZ","京天利",2014-10-09,TRUE,12,7.87339579560664,20.35,5.57,0.389,0,1,0,0,0,1,10.5335582113685,FALSE,-1.46644178863152
"630","300401.SZ","花园生物",2014-10-09,TRUE,12,4.902807775378,21.1,7.56,0.4021,0,1,0,0,0,1,8.7176298979565,FALSE,-3.2823701020435
"631","600917.SH","重庆燃气",2014-09-30,TRUE,8,3.46397246585986,19.12,1.99,0.8767,0,1,0,0,1,0,8.2993659222809,FALSE,0.299365922280899
"632","601016.SH","节能风电",2014-09-29,TRUE,11,4.4740285886854,22.06,1.75,0.7042,0,1,0,0,1,0,10.1018215523415,TRUE,-0.898178447658536
"633","603306.SH","华懋科技",2014-09-26,TRUE,6,3.17892824704812,19.24,5.91,0.2977,0,1,0,0,1,0,8.96151509612421,FALSE,2.96151509612421
"634","002729.SZ","好利来",2014-09-12,TRUE,8,3.46417445482868,19.29,5.29,0.3746,0,1,0,0,0,0,8.94683884790265,TRUE,0.946838847902654
"635","300393.SZ","中来股份",2014-09-12,TRUE,6,7.40752420295813,20.95,5.77,0.5842,0,1,0,0,0,1,9.11981258282517,FALSE,3.11981258282517
"636","300392.SZ","腾信股份",2014-09-10,TRUE,11,5.03841793676785,22.7,10.56,0.6665,0,1,0,0,0,1,6.85586616296314,FALSE,-4.14413383703686
"637","300395.SZ","菲利华",2014-09-10,TRUE,7,6.23076923076938,18.94,9.44,0.6624,0,1,0,0,0,1,7.409698814664,TRUE,0.409698814664
"638","300396.SZ","迪瑞医疗",2014-09-10,TRUE,7,4.96440129449832,20.8,14.07,0.7653,0,1,0,0,0,1,5.99076442398309,FALSE,-1.00923557601691
"639","300397.SZ","天和防务",2014-09-10,TRUE,13,8.54700854700855,20.73,10.01,0.5929,0,1,0,0,0,1,8.19089346403961,FALSE,-4.80910653596039
"640","603188.SH","亚邦股份",2014-09-09,TRUE,5,3.84410037373196,22.75,8.62,1.2142,0,1,0,0,1,0,4.81588202534966,TRUE,-0.184117974650335
"641","603806.SH","福斯特",2014-09-05,TRUE,4,2.42523211492365,22.28,8.92,1.5161,0,1,0,0,1,0,3.5663082882219,TRUE,-0.433691711778104
"642","601579.SH","会稽山",2014-08-25,TRUE,9,3.86413694501333,14.42,3.31,0.4914,0,1,0,0,1,0,9.55668530947007,FALSE,0.556685309470065
"643","603099.SH","长白山",2014-08-22,TRUE,11,2.76640152033827,20.25,2.67,0.3683,0,1,0,0,1,0,10.0861573014612,TRUE,-0.913842698538838
"644","603609.SH","禾丰牧业",2014-08-08,TRUE,5,2.87873335732278,21.78,3.87,0.5112,0,1,0,0,1,0,8.50403587268896,FALSE,3.50403587268896
"645","603100.SH","川仪股份",2014-08-05,TRUE,6,4.09336138650337,21,4.09,0.8948,0,1,0,0,1,0,7.14897392017018,TRUE,1.14897392017018
"646","603111.SH","康尼机电",2014-08-01,TRUE,7,3.85394456289975,18.62,3.04,0.6514,0,1,0,0,1,0,8.82461307930017,TRUE,1.82461307930017
"647","300384.SZ","三联虹普",2014-08-01,TRUE,7,3.04218928164197,20.97,11.62,0.6193,0,1,0,0,0,1,6.15757599017349,FALSE,-0.842424009826506
"648","300388.SZ","国祯环保",2014-08-01,TRUE,8,4.14264520854075,18.55,8.04,0.4768,0,1,0,0,0,1,7.89175556103083,TRUE,-0.108244438969168
"649","300389.SZ","艾比森",2014-08-01,TRUE,10,4.8190143916268,13.16,7.74,0.7246,0,1,0,0,0,1,7.06048535928878,FALSE,-2.93951464071122
"650","300391.SZ","康跃科技",2014-08-01,TRUE,3,3.18081208975734,20.5,5.04,0.8369,0,1,0,0,0,1,6.65545042438408,FALSE,3.65545042438408
"651","603126.SH","中材节能",2014-07-31,TRUE,10,2.69879127885598,21.63,3.14,0.85,0,1,0,0,1,0,7.13878095524085,FALSE,-2.86121904475915
"652","002728.SZ","特一药业",2014-07-31,TRUE,8,2.80265916301387,17.5,6.72,0.3773,0,1,0,0,0,0,8.03354682905257,FALSE,0.0335468290525736
"653","300390.SZ","天华超净",2014-07-31,TRUE,10,5.3170432052421,18.29,3.82,0.2995,0,1,0,0,0,1,11.177630012991,FALSE,1.17763001299101
"654","603009.SH","北特科技",2014-07-18,TRUE,11,3.31716417910446,19.47,3.75,0.2809,0,1,0,0,1,0,10.2146064807639,FALSE,-0.785393519236113
"655","603369.SH","今世缘",2014-07-03,TRUE,3,1.30923134471707,12.54,6.19,1.0594,0,1,0,0,1,0,4.51188516457793,TRUE,1.51188516457793
