"","Days","FirstHslRe","APS","Rate","Stage1","Stage3","Stage4","Sector1","S48","Prediction","ActDays","Error","Code"
"46",2.63905732961526,2.80133813552577,2.09433015417359,0.4134,0,1,0,0,0,13.8864269226899,14,1,"002753.SZ"
"47",2.99573227355399,2.56532432909636,1.59127394180643,0.316,0,1,0,0,0,16.3750695417622,20,4,"002755.SZ"
"48",2.63905732961526,2.44712543375219,2.60343015197211,0.4784,0,1,0,0,0,10.8812096088805,14,4,"002756.SZ"
"49",2.70805020110221,2.92308843050515,1.8099267731835,0.3238,0,1,0,0,0,16.1378575276094,15,1,"002757.SZ"
"50",2.70805020110221,3.2188758248682,2.18941639488841,0.2564,0,1,0,0,0,15.5510193754734,15,0,"002758.SZ"
"51",2.63905732961526,2.85597033117883,1.68082790852077,0.3144,0,1,0,0,0,16.6903085422246,14,2,"002759.SZ"
"52",2.39789527279837,4.11269370089032,1.81807677754543,0.345,0,0,1,0,0,11.0150344329529,11,0,"002760.SZ"
"53",2.484906649788,3.23568294318459,1.60140574073684,0.2278,0,0,1,0,0,10.857348047698,12,2,"002761.SZ"
"54",2.39789527279837,3.18988828799496,2.4423470353692,0.2948,0,0,1,0,0,8.05805889005809,11,3,"002762.SZ"
"55",2.39789527279837,3.19147685068009,1.85473426838944,0.3665,0,0,1,0,0,9.32201397782569,11,2,"002763.SZ"
"56",2.30258509299405,3.84679361722496,1.49962304642689,0.2883,0,0,1,0,0,11.9752669221421,10,1,"002765.SZ"
"57",2.56494935746154,3.54665235452186,1.59330853050422,0.3153,0,0,1,0,0,10.9529488550753,13,3,"002766.SZ"
"58",2.30258509299405,3.76360300030987,1.8099267731835,0.3477,0,0,1,0,0,10.4379642011446,10,0,"002767.SZ"
"59",1.6094379124341,2.35910253582922,2.08318452795867,0.4373,0,0,1,0,0,7.3634551632671,5,2,"002768.SZ"
"60",1.94591014905531,2.52572864430826,2.45530618001171,0.4091,0,0,1,0,0,6.83644248694662,7,1,"002769.SZ"
"61",1.6094379124341,2.69929478223932,1.31103187661934,0.4942,0,0,1,0,0,9.57806371712836,5,4,"002770.SZ"
"62",2.70805020110221,3.11215373657124,1.80664808172181,0.188,0,0,1,0,0,10.1937931649888,15,5,"002771.SZ"
"63",1.94591014905531,2.81113143709794,1.8229350866965,0.2191,0,0,1,0,0,9.5274113667787,7,2,"002772.SZ"
"64",1.94591014905531,2.75175463533694,1.5830939370945,0.2304,0,0,1,0,0,10.1042631570204,7,3,"002773.SZ"
"65",1.79175946922805,2.41161901401818,2.12465388450138,0.4852,0,0,1,0,0,7.16126489406524,6,1,"002775.SZ"
"66",1.79175946922805,2.54902420691178,2.2213750375685,0.6035,0,0,1,0,0,6.70521786440931,6,0,"002776.SZ"
"67",2.83321334405622,3.0261914810387,1.66392609771817,0.1378,0,0,0,0,0,14.3428964958607,17,3,"002777.SZ"
"68",2.63905732961526,3.01840898222502,1.8213182714696,0.1924,0,0,0,0,0,13.2904077700122,14,1,"002778.SZ"
"69",2.77258872223978,2.66577471795397,1.86252854011626,0.1621,0,0,0,0,0,12.5990625555952,16,4,"002779.SZ"
"70",3.13549421592915,2.8950887477743,1.61938824328727,0.1484,0,0,0,0,0,14.1696726859,23,9,"002780.SZ"
"71",2.56494935746154,3.24698956061035,1.87793716546911,0.2683,0,0,0,0,0,13.0477745131964,13,0,"002781.SZ"
"72",2.83321334405622,3.23306045986015,1.47247205736094,0.2229,0,0,0,0,0,15.0759547865595,17,2,"002782.SZ"
"73",2.70805020110221,1.83534041709678,2.67827804276854,0.218,0,0,0,0,0,8.37284549870651,15,7,"002783.SZ"
"74",3.13549421592915,3.14191478373207,1.11514159061932,0.1783,0,0,0,0,0,16.9496504223113,23,7,"002785.SZ"
